-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2024 through 12/31/2024 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
-END HEADER-
LAT,LON,YEAR,MO,DY,PRECTOTCORR
-7.0,110.625,2024,1,1,11.72
-7.0,111.25,2024,1,1,7.82
-7.0,111.875,2024,1,1,5.76
-7.0,112.5,2024,1,1,4.74
-7.0,113.125,2024,1,1,5.76
-7.0,113.75,2024,1,1,5.24
-7.0,114.375,2024,1,1,4.29
-6.5,105.625,2024,1,1,8.2
-6.5,106.25,2024,1,1,5.84
-6.5,106.875,2024,1,1,6.55
-6.5,107.5,2024,1,1,6.93
-6.5,108.125,2024,1,1,8.99
-6.5,108.75,2024,1,1,11.8
-6.5,109.375,2024,1,1,9.43
-6.5,110.0,2024,1,1,9.24
-6.5,110.625,2024,1,1,7.82
-6.5,111.25,2024,1,1,6.44
-6.5,111.875,2024,1,1,5.27
-6.5,112.5,2024,1,1,3.38
-6.5,113.125,2024,1,1,3.01
-6.5,113.75,2024,1,1,3.06
-6.5,114.375,2024,1,1,2.68
-6.0,105.625,2024,1,1,15.51
-6.0,106.25,2024,1,1,6.65
-6.0,106.875,2024,1,1,5.3
-6.0,107.5,2024,1,1,4.86
-6.0,108.125,2024,1,1,7.71
-6.0,108.75,2024,1,1,10.25
-6.0,109.375,2024,1,1,7.73
-6.0,110.0,2024,1,1,7.1
-6.0,110.625,2024,1,1,6.14
-6.0,111.25,2024,1,1,5.99
-6.0,111.875,2024,1,1,5.4
-6.0,112.5,2024,1,1,2.86
-6.0,113.125,2024,1,1,1.38
-6.0,113.75,2024,1,1,1.51
-6.0,114.375,2024,1,1,1.16
-5.5,105.625,2024,1,1,25.86
-5.5,106.25,2024,1,1,12.65
-5.5,106.875,2024,1,1,6.82
-5.5,107.5,2024,1,1,7.53
-5.5,108.125,2024,1,1,7.17
-5.5,108.75,2024,1,1,8.44
-5.5,109.375,2024,1,1,8.51
-5.5,110.0,2024,1,1,8.75
-5.5,110.625,2024,1,1,7.12
-5.5,111.25,2024,1,1,6.59
-5.5,111.875,2024,1,1,5.68
-5.5,112.5,2024,1,1,2.96
-5.5,113.125,2024,1,1,1.19
-5.5,113.75,2024,1,1,1.17
-5.5,114.375,2024,1,1,0.38
-9.0,105.625,2024,1,2,0.52
-9.0,106.25,2024,1,2,0.37
-9.0,106.875,2024,1,2,0.47
-9.0,107.5,2024,1,2,0.35
-9.0,108.125,2024,1,2,0.84
-9.0,108.75,2024,1,2,1.48
-9.0,109.375,2024,1,2,1.84
-9.0,110.0,2024,1,2,1.85
-9.0,110.625,2024,1,2,2.11
-9.0,111.25,2024,1,2,2.45
-9.0,111.875,2024,1,2,2.54
-9.0,112.5,2024,1,2,1.71
-9.0,113.125,2024,1,2,1.14
-9.0,113.75,2024,1,2,1.26
-9.0,114.375,2024,1,2,1.68
-8.5,105.625,2024,1,2,0.91
-8.5,106.25,2024,1,2,0.76
-8.5,106.875,2024,1,2,1.12
-8.5,107.5,2024,1,2,0.81
-8.5,108.125,2024,1,2,1.9
-8.5,108.75,2024,1,2,3.24
-8.5,109.375,2024,1,2,4.23
-8.5,110.0,2024,1,2,4.35
-8.5,110.625,2024,1,2,6.85
-8.5,111.25,2024,1,2,6.85
-8.5,111.875,2024,1,2,8.3
-8.5,112.5,2024,1,2,3.67
-8.5,113.125,2024,1,2,1.65
-8.5,113.75,2024,1,2,2.1
-8.5,114.375,2024,1,2,0.69
-8.0,105.625,2024,1,2,2.18
-8.0,106.25,2024,1,2,2.87
-8.0,106.875,2024,1,2,3.69
-8.0,107.5,2024,1,2,2.9
-8.0,108.125,2024,1,2,5.33
-8.0,108.75,2024,1,2,7.63
-8.0,109.375,2024,1,2,8.2
-8.0,110.0,2024,1,2,9.99
-8.0,110.625,2024,1,2,15.99
-8.0,111.25,2024,1,2,15.28
-8.0,111.875,2024,1,2,15.49
-8.0,112.5,2024,1,2,5.57
-8.0,113.125,2024,1,2,2.35
-8.0,113.75,2024,1,2,2.24
-8.0,114.375,2024,1,2,2.0
-7.5,105.625,2024,1,2,4.32
-7.5,106.25,2024,1,2,7.01
-7.5,106.875,2024,1,2,8.46
-7.5,107.5,2024,1,2,8.37
-7.5,108.125,2024,1,2,11.14
-7.5,108.75,2024,1,2,13.62
-7.5,109.375,2024,1,2,15.19
-7.5,110.0,2024,1,2,13.29
-7.5,110.625,2024,1,2,19.91
-7.5,111.25,2024,1,2,20.34
-7.5,111.875,2024,1,2,17.36
-7.5,112.5,2024,1,2,6.4
-7.5,113.125,2024,1,2,2.03
-7.5,113.75,2024,1,2,1.23
-7.5,114.375,2024,1,2,1.29
-7.0,105.625,2024,1,2,5.63
-7.0,106.25,2024,1,2,8.35
-7.0,106.875,2024,1,2,11.35
-7.0,107.5,2024,1,2,11.82
-7.0,108.125,2024,1,2,18.49
-7.0,108.75,2024,1,2,21.81
-7.0,109.375,2024,1,2,20.23
-7.0,110.0,2024,1,2,20.82
-7.0,110.625,2024,1,2,18.74
-7.0,111.25,2024,1,2,18.35
-7.0,111.875,2024,1,2,12.77
-7.0,112.5,2024,1,2,5.73
-7.0,113.125,2024,1,2,1.74
-7.0,113.75,2024,1,2,1.3
-7.0,114.375,2024,1,2,1.08
-6.5,105.625,2024,1,2,5.81
-6.5,106.25,2024,1,2,6.7
-6.5,106.875,2024,1,2,11.45
-6.5,107.5,2024,1,2,10.41
-6.5,108.125,2024,1,2,29.3
-6.5,108.75,2024,1,2,48.88
-6.5,109.375,2024,1,2,15.64
-6.5,110.0,2024,1,2,12.43
-6.5,110.625,2024,1,2,8.36
-6.5,111.25,2024,1,2,7.98
-6.5,111.875,2024,1,2,6.62
-6.5,112.5,2024,1,2,4.24
-6.5,113.125,2024,1,2,1.88
-6.5,113.75,2024,1,2,1.62
-6.5,114.375,2024,1,2,1.23
-6.0,105.625,2024,1,2,4.75
-6.0,106.25,2024,1,2,6.01
-6.0,106.875,2024,1,2,9.58
-6.0,107.5,2024,1,2,9.84
-6.0,108.125,2024,1,2,21.26
-6.0,108.75,2024,1,2,22.84
-6.0,109.375,2024,1,2,9.79
-6.0,110.0,2024,1,2,7.35
-6.0,110.625,2024,1,2,5.86
-6.0,111.25,2024,1,2,4.86
-6.0,111.875,2024,1,2,4.77
-6.0,112.5,2024,1,2,3.31
-6.0,113.125,2024,1,2,1.75
-6.0,113.75,2024,1,2,1.37
-6.0,114.375,2024,1,2,1.15
-5.5,105.625,2024,1,2,2.54
-5.5,106.25,2024,1,2,6.12
-5.5,106.875,2024,1,2,8.9
-5.5,107.5,2024,1,2,9.41
-5.5,108.125,2024,1,2,12.64
-5.5,108.75,2024,1,2,11.54
-5.5,109.375,2024,1,2,8.5
-5.5,110.0,2024,1,2,8.56
-5.5,110.625,2024,1,2,6.17
-5.5,111.25,2024,1,2,5.25
-5.5,111.875,2024,1,2,5.01
-5.5,112.5,2024,1,2,3.14
-5.5,113.125,2024,1,2,1.66
-5.5,113.75,2024,1,2,1.38
-5.5,114.375,2024,1,2,1.1
-9.0,105.625,2024,1,3,0.91
-9.0,106.25,2024,1,3,1.44
-9.0,106.875,2024,1,3,2.6
-9.0,107.5,2024,1,3,1.79
-9.0,108.125,2024,1,3,3.4
-9.0,108.75,2024,1,3,7.11
-9.0,109.375,2024,1,3,4.94
-9.0,110.0,2024,1,3,10.22
-9.0,110.625,2024,1,3,4.4
-9.0,111.25,2024,1,3,4.58
-9.0,111.875,2024,1,3,4.58
-9.0,112.5,2024,1,3,3.53
-9.0,113.125,2024,1,3,7.84
-9.0,113.75,2024,1,3,11.42
-9.0,114.375,2024,1,3,16.95
-8.5,105.625,2024,1,3,4.35
-8.5,106.25,2024,1,3,7.26
-8.5,106.875,2024,1,3,18.22
-8.5,107.5,2024,1,3,13.18
-8.5,108.125,2024,1,3,16.28
-8.5,108.75,2024,1,3,34.82
-8.5,109.375,2024,1,3,48.3
-8.5,110.0,2024,1,3,41.06
-8.5,110.625,2024,1,3,13.65
-8.5,111.25,2024,1,3,6.01
-8.5,111.875,2024,1,3,6.62
-8.5,112.5,2024,1,3,4.25
-8.5,113.125,2024,1,3,2.02
-8.5,113.75,2024,1,3,3.11
-8.5,114.375,2024,1,3,2.71
-8.0,105.625,2024,1,3,17.86
-8.0,106.25,2024,1,3,19.06
-8.0,106.875,2024,1,3,57.87
-8.0,107.5,2024,1,3,41.25
-8.0,108.125,2024,1,3,53.34
-8.0,108.75,2024,1,3,69.12
-8.0,109.375,2024,1,3,155.47
-8.0,110.0,2024,1,3,78.01
-8.0,110.625,2024,1,3,26.63
-8.0,111.25,2024,1,3,7.88
-8.0,111.875,2024,1,3,6.95
-8.0,112.5,2024,1,3,2.9
-8.0,113.125,2024,1,3,1.68
-8.0,113.75,2024,1,3,1.57
-8.0,114.375,2024,1,3,1.43
-7.5,105.625,2024,1,3,44.11
-7.5,106.25,2024,1,3,28.03
-7.5,106.875,2024,1,3,63.1
-7.5,107.5,2024,1,3,51.52
-7.5,108.125,2024,1,3,54.73
-7.5,108.75,2024,1,3,13.05
-7.5,109.375,2024,1,3,24.65
-7.5,110.0,2024,1,3,32.66
-7.5,110.625,2024,1,3,24.22
-7.5,111.25,2024,1,3,9.9
-7.5,111.875,2024,1,3,6.62
-7.5,112.5,2024,1,3,2.77
-7.5,113.125,2024,1,3,1.82
-7.5,113.75,2024,1,3,1.96
-7.5,114.375,2024,1,3,1.94
-7.0,105.625,2024,1,3,60.7
-7.0,106.25,2024,1,3,25.67
-7.0,106.875,2024,1,3,13.62
-7.0,107.5,2024,1,3,23.42
-7.0,108.125,2024,1,3,7.28
-7.0,108.75,2024,1,3,4.52
-7.0,109.375,2024,1,3,4.94
-7.0,110.0,2024,1,3,16.87
-7.0,110.625,2024,1,3,20.69
-7.0,111.25,2024,1,3,11.48
-7.0,111.875,2024,1,3,6.31
-7.0,112.5,2024,1,3,3.57
-7.0,113.125,2024,1,3,2.17
-7.0,113.75,2024,1,3,2.05
-7.0,114.375,2024,1,3,2.56
-6.5,105.625,2024,1,3,45.67
-6.5,106.25,2024,1,3,17.79
-6.5,106.875,2024,1,3,5.69
-6.5,107.5,2024,1,3,5.34
-6.5,108.125,2024,1,3,5.83
-6.5,108.75,2024,1,3,11.43
-6.5,109.375,2024,1,3,13.5
-6.5,110.0,2024,1,3,13.35
-6.5,110.625,2024,1,3,10.72
-6.5,111.25,2024,1,3,8.18
-6.5,111.875,2024,1,3,6.52
-6.5,112.5,2024,1,3,4.51
-6.5,113.125,2024,1,3,2.63
-6.5,113.75,2024,1,3,2.35
-6.5,114.375,2024,1,3,3.19
-6.0,105.625,2024,1,3,19.43
-6.0,106.25,2024,1,3,10.66
-6.0,106.875,2024,1,3,9.16
-6.0,107.5,2024,1,3,8.19
-6.0,108.125,2024,1,3,12.66
-6.0,108.75,2024,1,3,15.58
-6.0,109.375,2024,1,3,13.39
-6.0,110.0,2024,1,3,12.63
-6.0,110.625,2024,1,3,8.77
-6.0,111.25,2024,1,3,6.88
-6.0,111.875,2024,1,3,6.69
-6.0,112.5,2024,1,3,4.48
-6.0,113.125,2024,1,3,2.59
-6.0,113.75,2024,1,3,2.34
-6.0,114.375,2024,1,3,2.94
-5.5,105.625,2024,1,3,10.77
-5.5,106.25,2024,1,3,9.2
-5.5,106.875,2024,1,3,9.54
-5.5,107.5,2024,1,3,9.93
-5.5,108.125,2024,1,3,12.3
-5.5,108.75,2024,1,3,13.44
-5.5,109.375,2024,1,3,12.68
-5.5,110.0,2024,1,3,12.02
-5.5,110.625,2024,1,3,9.1
-5.5,111.25,2024,1,3,7.29
-5.5,111.875,2024,1,3,6.96
-5.5,112.5,2024,1,3,5.16
-5.5,113.125,2024,1,3,3.48
-5.5,113.75,2024,1,3,3.38
-5.5,114.375,2024,1,3,3.45
-9.0,105.625,2024,1,4,6.94
-9.0,106.25,2024,1,4,11.67
-9.0,106.875,2024,1,4,16.81
-9.0,107.5,2024,1,4,14.59
-9.0,108.125,2024,1,4,23.81
-9.0,108.75,2024,1,4,23.13
-9.0,109.375,2024,1,4,16.29
-9.0,110.0,2024,1,4,12.28
-9.0,110.625,2024,1,4,7.57
-9.0,111.25,2024,1,4,6.17
-9.0,111.875,2024,1,4,5.93
-9.0,112.5,2024,1,4,4.24
-9.0,113.125,2024,1,4,2.82
-9.0,113.75,2024,1,4,2.63
-9.0,114.375,2024,1,4,3.59
-8.5,105.625,2024,1,4,16.21
-8.5,106.25,2024,1,4,28.24
-8.5,106.875,2024,1,4,31.66
-8.5,107.5,2024,1,4,28.21
-8.5,108.125,2024,1,4,24.53
-8.5,108.75,2024,1,4,21.07
-8.5,109.375,2024,1,4,18.64
-8.5,110.0,2024,1,4,12.63
-8.5,110.625,2024,1,4,7.24
-8.5,111.25,2024,1,4,5.57
-8.5,111.875,2024,1,4,5.23
-8.5,112.5,2024,1,4,4.42
-8.5,113.125,2024,1,4,3.28
-8.5,113.75,2024,1,4,3.03
-8.5,114.375,2024,1,4,5.97
-8.0,105.625,2024,1,4,26.58
-8.0,106.25,2024,1,4,52.74
-8.0,106.875,2024,1,4,92.6
-8.0,107.5,2024,1,4,69.78
-8.0,108.125,2024,1,4,55.87
-8.0,108.75,2024,1,4,15.36
-8.0,109.375,2024,1,4,17.53
-8.0,110.0,2024,1,4,15.42
-8.0,110.625,2024,1,4,6.61
-8.0,111.25,2024,1,4,2.96
-8.0,111.875,2024,1,4,2.65
-8.0,112.5,2024,1,4,2.69
-8.0,113.125,2024,1,4,2.31
-8.0,113.75,2024,1,4,2.17
-8.0,114.375,2024,1,4,2.15
-7.5,105.625,2024,1,4,32.17
-7.5,106.25,2024,1,4,61.19
-7.5,106.875,2024,1,4,135.44
-7.5,107.5,2024,1,4,107.61
-7.5,108.125,2024,1,4,117.27
-7.5,108.75,2024,1,4,42.08
-7.5,109.375,2024,1,4,34.63
-7.5,110.0,2024,1,4,17.88
-7.5,110.625,2024,1,4,5.46
-7.5,111.25,2024,1,4,1.47
-7.5,111.875,2024,1,4,1.36
-7.5,112.5,2024,1,4,1.91
-7.5,113.125,2024,1,4,1.98
-7.5,113.75,2024,1,4,1.94
-7.5,114.375,2024,1,4,2.38
-7.0,105.625,2024,1,4,31.79
-7.0,106.25,2024,1,4,49.0
-7.0,106.875,2024,1,4,55.9
-7.0,107.5,2024,1,4,73.61
-7.0,108.125,2024,1,4,39.59
-7.0,108.75,2024,1,4,32.13
-7.0,109.375,2024,1,4,29.56
-7.0,110.0,2024,1,4,12.48
-7.0,110.625,2024,1,4,3.76
-7.0,111.25,2024,1,4,1.58
-7.0,111.875,2024,1,4,1.71
-7.0,112.5,2024,1,4,2.28
-7.0,113.125,2024,1,4,2.27
-7.0,113.75,2024,1,4,2.23
-7.0,114.375,2024,1,4,2.77
-6.5,105.625,2024,1,4,25.63
-6.5,106.25,2024,1,4,37.45
-6.5,106.875,2024,1,4,33.23
-6.5,107.5,2024,1,4,35.13
-6.5,108.125,2024,1,4,25.71
-6.5,108.75,2024,1,4,15.59
-6.5,109.375,2024,1,4,6.01
-6.5,110.0,2024,1,4,5.38
-6.5,110.625,2024,1,4,3.06
-6.5,111.25,2024,1,4,2.45
-6.5,111.875,2024,1,4,2.78
-6.5,112.5,2024,1,4,3.0
-6.5,113.125,2024,1,4,3.02
-6.5,113.75,2024,1,4,2.86
-6.5,114.375,2024,1,4,3.44
-6.0,105.625,2024,1,4,21.99
-6.0,106.25,2024,1,4,23.58
-6.0,106.875,2024,1,4,17.74
-6.0,107.5,2024,1,4,15.43
-6.0,108.125,2024,1,4,14.74
-6.0,108.75,2024,1,4,13.64
-6.0,109.375,2024,1,4,6.38
-6.0,110.0,2024,1,4,5.45
-6.0,110.625,2024,1,4,3.51
-6.0,111.25,2024,1,4,3.43
-6.0,111.875,2024,1,4,3.73
-6.0,112.5,2024,1,4,3.44
-6.0,113.125,2024,1,4,3.15
-6.0,113.75,2024,1,4,3.16
-6.0,114.375,2024,1,4,3.45
-5.5,105.625,2024,1,4,28.89
-5.5,106.25,2024,1,4,18.54
-5.5,106.875,2024,1,4,11.75
-5.5,107.5,2024,1,4,10.93
-5.5,108.125,2024,1,4,11.62
-5.5,108.75,2024,1,4,10.67
-5.5,109.375,2024,1,4,7.32
-5.5,110.0,2024,1,4,7.7
-5.5,110.625,2024,1,4,4.99
-5.5,111.25,2024,1,4,4.85
-5.5,111.875,2024,1,4,5.32
-5.5,112.5,2024,1,4,4.83
-5.5,113.125,2024,1,4,4.17
-5.5,113.75,2024,1,4,4.2
-5.5,114.375,2024,1,4,4.49
-9.0,105.625,2024,1,5,7.08
-9.0,106.25,2024,1,5,5.29
-9.0,106.875,2024,1,5,5.48
-9.0,107.5,2024,1,5,4.5
-9.0,108.125,2024,1,5,10.89
-9.0,108.75,2024,1,5,12.34
-9.0,109.375,2024,1,5,7.44
-9.0,110.0,2024,1,5,5.49
-9.0,110.625,2024,1,5,4.3
-9.0,111.25,2024,1,5,4.4
-9.0,111.875,2024,1,5,4.2
-9.0,112.5,2024,1,5,3.46
-9.0,113.125,2024,1,5,2.32
-9.0,113.75,2024,1,5,2.22
-9.0,114.375,2024,1,5,3.9
-8.5,105.625,2024,1,5,6.7
-8.5,106.25,2024,1,5,7.37
-8.5,106.875,2024,1,5,9.99
-8.5,107.5,2024,1,5,7.96
-8.5,108.125,2024,1,5,11.24
-8.5,108.75,2024,1,5,10.02
-8.5,109.375,2024,1,5,6.63
-8.5,110.0,2024,1,5,6.16
-8.5,110.625,2024,1,5,4.55
-8.5,111.25,2024,1,5,3.9
-8.5,111.875,2024,1,5,3.97
-8.5,112.5,2024,1,5,3.54
-8.5,113.125,2024,1,5,3.05
-8.5,113.75,2024,1,5,2.86
-8.5,114.375,2024,1,5,6.9
-8.0,105.625,2024,1,5,6.71
-8.0,106.25,2024,1,5,15.98
-8.0,106.875,2024,1,5,28.82
-8.0,107.5,2024,1,5,26.58
-8.0,108.125,2024,1,5,20.71
-8.0,108.75,2024,1,5,10.83
-8.0,109.375,2024,1,5,10.24
-8.0,110.0,2024,1,5,8.35
-8.0,110.625,2024,1,5,3.94
-8.0,111.25,2024,1,5,1.55
-8.0,111.875,2024,1,5,1.49
-8.0,112.5,2024,1,5,1.04
-8.0,113.125,2024,1,5,1.31
-8.0,113.75,2024,1,5,0.72
-8.0,114.375,2024,1,5,3.11
-7.5,105.625,2024,1,5,6.4
-7.5,106.25,2024,1,5,22.53
-7.5,106.875,2024,1,5,46.03
-7.5,107.5,2024,1,5,53.87
-7.5,108.125,2024,1,5,30.53
-7.5,108.75,2024,1,5,8.98
-7.5,109.375,2024,1,5,10.66
-7.5,110.0,2024,1,5,6.27
-7.5,110.625,2024,1,5,2.1
-7.5,111.25,2024,1,5,0.3
-7.5,111.875,2024,1,5,0.07
-7.5,112.5,2024,1,5,0.13
-7.5,113.125,2024,1,5,0.43
-7.5,113.75,2024,1,5,0.43
-7.5,114.375,2024,1,5,1.95
-7.0,105.625,2024,1,5,4.86
-7.0,106.25,2024,1,5,13.39
-7.0,106.875,2024,1,5,26.07
-7.0,107.5,2024,1,5,26.56
-7.0,108.125,2024,1,5,10.8
-7.0,108.75,2024,1,5,4.37
-7.0,109.375,2024,1,5,4.85
-7.0,110.0,2024,1,5,2.15
-7.0,110.625,2024,1,5,0.85
-7.0,111.25,2024,1,5,0.54
-7.0,111.875,2024,1,5,0.57
-7.0,112.5,2024,1,5,0.77
-7.0,113.125,2024,1,5,0.79
-7.0,113.75,2024,1,5,0.8
-7.0,114.375,2024,1,5,1.88
-6.5,105.625,2024,1,5,3.04
-6.5,106.25,2024,1,5,6.1
-6.5,106.875,2024,1,5,12.07
-6.5,107.5,2024,1,5,11.34
-6.5,108.125,2024,1,5,6.65
-6.5,108.75,2024,1,5,1.6
-6.5,109.375,2024,1,5,1.68
-6.5,110.0,2024,1,5,1.63
-6.5,110.625,2024,1,5,1.56
-6.5,111.25,2024,1,5,1.71
-6.5,111.875,2024,1,5,1.83
-6.5,112.5,2024,1,5,2.05
-6.5,113.125,2024,1,5,1.85
-6.5,113.75,2024,1,5,1.94
-6.5,114.375,2024,1,5,2.54
-6.0,105.625,2024,1,5,3.75
-6.0,106.25,2024,1,5,3.8
-6.0,106.875,2024,1,5,5.56
-6.0,107.5,2024,1,5,6.31
-6.0,108.125,2024,1,5,3.38
-6.0,108.75,2024,1,5,1.66
-6.0,109.375,2024,1,5,1.83
-6.0,110.0,2024,1,5,1.85
-6.0,110.625,2024,1,5,2.07
-6.0,111.25,2024,1,5,2.25
-6.0,111.875,2024,1,5,2.46
-6.0,112.5,2024,1,5,2.35
-6.0,113.125,2024,1,5,1.99
-6.0,113.75,2024,1,5,1.87
-6.0,114.375,2024,1,5,2.58
-5.5,105.625,2024,1,5,6.99
-5.5,106.25,2024,1,5,4.57
-5.5,106.875,2024,1,5,3.6
-5.5,107.5,2024,1,5,3.36
-5.5,108.125,2024,1,5,2.92
-5.5,108.75,2024,1,5,2.44
-5.5,109.375,2024,1,5,2.87
-5.5,110.0,2024,1,5,2.62
-5.5,110.625,2024,1,5,3.42
-5.5,111.25,2024,1,5,3.4
-5.5,111.875,2024,1,5,3.32
-5.5,112.5,2024,1,5,2.8
-5.5,113.125,2024,1,5,2.21
-5.5,113.75,2024,1,5,2.23
-5.5,114.375,2024,1,5,3.01
-9.0,105.625,2024,1,6,4.19
-9.0,106.25,2024,1,6,4.69
-9.0,106.875,2024,1,6,6.75
-9.0,107.5,2024,1,6,6.18
-9.0,108.125,2024,1,6,6.74
-9.0,108.75,2024,1,6,5.26
-9.0,109.375,2024,1,6,4.16
-9.0,110.0,2024,1,6,3.81
-9.0,110.625,2024,1,6,3.84
-9.0,111.25,2024,1,6,3.83
-9.0,111.875,2024,1,6,3.76
-9.0,112.5,2024,1,6,3.01
-9.0,113.125,2024,1,6,2.63
-9.0,113.75,2024,1,6,2.78
-9.0,114.375,2024,1,6,2.84
-8.5,105.625,2024,1,6,3.73
-8.5,106.25,2024,1,6,4.96
-8.5,106.875,2024,1,6,9.97
-8.5,107.5,2024,1,6,7.97
-8.5,108.125,2024,1,6,14.26
-8.5,108.75,2024,1,6,10.26
-8.5,109.375,2024,1,6,5.62
-8.5,110.0,2024,1,6,6.33
-8.5,110.625,2024,1,6,4.09
-8.5,111.25,2024,1,6,3.48
-8.5,111.875,2024,1,6,3.32
-8.5,112.5,2024,1,6,3.01
-8.5,113.125,2024,1,6,1.75
-8.5,113.75,2024,1,6,2.46
-8.5,114.375,2024,1,6,1.75
-8.0,105.625,2024,1,6,3.38
-8.0,106.25,2024,1,6,5.93
-8.0,106.875,2024,1,6,15.5
-8.0,107.5,2024,1,6,11.92
-8.0,108.125,2024,1,6,47.55
-8.0,108.75,2024,1,6,64.18
-8.0,109.375,2024,1,6,18.35
-8.0,110.0,2024,1,6,8.29
-8.0,110.625,2024,1,6,2.61
-8.0,111.25,2024,1,6,1.55
-8.0,111.875,2024,1,6,1.51
-8.0,112.5,2024,1,6,1.59
-8.0,113.125,2024,1,6,1.23
-8.0,113.75,2024,1,6,0.98
-8.0,114.375,2024,1,6,3.16
-7.5,105.625,2024,1,6,4.4
-7.5,106.25,2024,1,6,11.17
-7.5,106.875,2024,1,6,20.83
-7.5,107.5,2024,1,6,21.07
-7.5,108.125,2024,1,6,28.94
-7.5,108.75,2024,1,6,16.72
-7.5,109.375,2024,1,6,8.17
-7.5,110.0,2024,1,6,3.36
-7.5,110.625,2024,1,6,0.96
-7.5,111.25,2024,1,6,0.83
-7.5,111.875,2024,1,6,0.91
-7.5,112.5,2024,1,6,1.48
-7.5,113.125,2024,1,6,1.36
-7.5,113.75,2024,1,6,1.23
-7.5,114.375,2024,1,6,6.29
-7.0,105.625,2024,1,6,6.33
-7.0,106.25,2024,1,6,16.15
-7.0,106.875,2024,1,6,24.67
-7.0,107.5,2024,1,6,27.92
-7.0,108.125,2024,1,6,21.72
-7.0,108.75,2024,1,6,9.08
-7.0,109.375,2024,1,6,3.67
-7.0,110.0,2024,1,6,1.8
-7.0,110.625,2024,1,6,1.66
-7.0,111.25,2024,1,6,2.35
-7.0,111.875,2024,1,6,3.46
-7.0,112.5,2024,1,6,4.04
-7.0,113.125,2024,1,6,4.11
-7.0,113.75,2024,1,6,3.97
-7.0,114.375,2024,1,6,10.28
-6.5,105.625,2024,1,6,7.33
-6.5,106.25,2024,1,6,14.89
-6.5,106.875,2024,1,6,19.23
