-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2022 through 12/31/2022 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
RH2M     MERRA-2 Relative Humidity at 2 Meters (%) 
-END HEADER-
LAT,LON,YEAR,MO,DY,RH2M
-8.5,106.25,2022,1,6,74.51
-8.5,106.875,2022,1,6,74.14
-8.5,107.5,2022,1,6,73.24
-8.5,108.125,2022,1,6,72.24
-8.5,108.75,2022,1,6,71.85
-8.5,109.375,2022,1,6,71.25
-8.5,110.0,2022,1,6,70.27
-8.5,110.625,2022,1,6,70.76
-8.5,111.25,2022,1,6,72.57
-8.5,111.875,2022,1,6,72.58
-8.5,112.5,2022,1,6,73.94
-8.5,113.125,2022,1,6,73.57
-8.5,113.75,2022,1,6,75.7
-8.5,114.375,2022,1,6,80.73
-8.0,105.625,2022,1,6,74.37
-8.0,106.25,2022,1,6,74.36
-8.0,106.875,2022,1,6,74.38
-8.0,107.5,2022,1,6,74.69
-8.0,108.125,2022,1,6,73.6
-8.0,108.75,2022,1,6,71.99
-8.0,109.375,2022,1,6,71.59
-8.0,110.0,2022,1,6,74.92
-8.0,110.625,2022,1,6,78.67
-8.0,111.25,2022,1,6,79.4
-8.0,111.875,2022,1,6,79.79
-8.0,112.5,2022,1,6,82.13
-8.0,113.125,2022,1,6,80.27
-8.0,113.75,2022,1,6,82.74
-8.0,114.375,2022,1,6,78.94
-7.5,105.625,2022,1,6,74.88
-7.5,106.25,2022,1,6,75.92
-7.5,106.875,2022,1,6,78.57
-7.5,107.5,2022,1,6,82.98
-7.5,108.125,2022,1,6,86.86
-7.5,108.75,2022,1,6,83.29
-7.5,109.375,2022,1,6,83.25
-7.5,110.0,2022,1,6,86.41
-7.5,110.625,2022,1,6,84.64
-7.5,111.25,2022,1,6,82.87
-7.5,111.875,2022,1,6,83.45
-7.5,112.5,2022,1,6,80.78
-7.5,113.125,2022,1,6,73.47
-7.5,113.75,2022,1,6,70.77
-7.5,114.375,2022,1,6,71.9
-7.0,105.625,2022,1,6,77.51
-7.0,106.25,2022,1,6,80.1
-7.0,106.875,2022,1,6,86.85
-7.0,107.5,2022,1,6,89.91
-7.0,108.125,2022,1,6,88.34
-7.0,108.75,2022,1,6,84.27
-7.0,109.375,2022,1,6,82.08
-7.0,110.0,2022,1,6,79.92
-7.0,110.625,2022,1,6,83.64
-7.0,111.25,2022,1,6,85.23
-7.0,111.875,2022,1,6,82.79
-7.0,112.5,2022,1,6,80.42
-7.0,113.125,2022,1,6,77.6
-7.0,113.75,2022,1,6,76.4
-7.0,114.375,2022,1,6,78.58
-6.5,105.625,2022,1,6,80.67
-6.5,106.25,2022,1,6,84.2
-6.5,106.875,2022,1,6,85.55
